passcode 	title 	url 	filename 	decode_method_tags
1111111011011111110111111111011111110110111110111101111101111111011111111011101111111101111011111101111101111110111111011111110111011111110111111011111110111011111111011110111111110111111111011111011011111011101111100111111111001111111101111111110 	A Glimpse into Devra's past 	https://ingress.codes/2016/09/19/a-glimpse-into-devras-past/ 	code\A Glimpse into Devra's past.html 	base64,letters to numbers,numbers to letters,transposition
-... --- .-- ..--- ----. .-- -- - ...-- ..--- ----- ..-. . 	Ingress Burst Report  #VIALUX DAY ONE – September 01 2016 	https://ingress.codes/2016/09/05/ingress-burst-report-vialux-day-one-september-01-2016/ 	code\Ingress Burst Report  #VIALUX DAY ONE – September 01 2016.html 	morse,rot
tgndhfgssgqddqdodzsehudrdudmsvnvo 	Ingress Burst Report  #VIALUX DAY ONE – September 01 2016 	https://ingress.codes/2016/09/05/ingress-burst-report-vialux-day-one-september-01-2016/ 	code\Ingress Burst Report  #VIALUX DAY ONE – September 01 2016.html 	morse,rot
cassandra2yu35cp6 	Ingress Burst Report  #VIALUX DAY ONE – September 01 2016 	https://ingress.codes/2016/09/05/ingress-burst-report-vialux-day-one-september-01-2016/ 	code\Ingress Burst Report  #VIALUX DAY ONE – September 01 2016.html 	morse,rot
b4gnrp3ei3ar3n5u 	The Vault Theory 	https://ingress.codes/2016/09/14/the-vault-theory/ 	code\The Vault Theory.html 	hexadecimal atbash,polybius,transposition
9b8d90c9c88c9c978a9d9a8d8bc6cdc79092 	The Vault Theory 	https://ingress.codes/2016/09/14/the-vault-theory/ 	code\The Vault Theory.html 	hexadecimal atbash,polybius,transposition
3334142134454215242223442533345231151422154423421515432453212451154254 	The Vault Theory 	https://ingress.codes/2016/09/14/the-vault-theory/ 	code\The Vault Theory.html 	hexadecimal atbash,polybius,transposition
2n6s9ahzthaej9n9 	Interrupt 	https://ingress.codes/2016/09/06/interrupt/ 	code\Interrupt.html 	braille,glyphs,keyword substitution,transposition
//\/\\/\///\/\//\\\//\//\//\/\\//\//\//\\\\//\\//\\//\\/\//\ 	Interrupt 	https://ingress.codes/2016/09/06/interrupt/ 	code\Interrupt.html 	braille,glyphs,keyword substitution,transposition
wh7yhx3bg8spa97w 	Interrupt 	https://ingress.codes/2016/09/06/interrupt/ 	code\Interrupt.html 	braille,glyphs,keyword substitution,transposition
vaseeiselefiroepesaszq 	Odyssey 	https://ingress.codes/2016/09/09/odyssey/ 	code\Odyssey.html 	Leetspeak,reverse,roman numerals,transposition
34pgrniwac793 	Odyssey 	https://ingress.codes/2016/09/09/odyssey/ 	code\Odyssey.html 	Leetspeak,reverse,roman numerals,transposition
zx83535105336fpo 	Odyssey 	https://ingress.codes/2016/09/09/odyssey/ 	code\Odyssey.html 	Leetspeak,reverse,roman numerals,transposition
repsytoijrsfeaeointtsshn 	Trailhead 	https://ingress.codes/2016/09/07/trailhead/ 	code\Trailhead.html 	keyword substitution,morse,skip,transposition
w⁻w⁺w⁻z⁰w⁻w⁺w⁺z⁰w⁻w⁻w⁺w⁺z⁰w⁺w⁺w⁻w⁻w⁻z⁰w⁺w⁺w⁺w⁺w⁺z⁰w⁻w⁻w⁻w⁻w⁺z⁰w⁺w⁺w⁻w⁻w⁻z⁰w⁺w⁺w⁺w⁻w⁻z⁰w⁻w⁻w⁺z⁰w⁻w⁻w⁺z⁰ 	Trailhead 	https://ingress.codes/2016/09/07/trailhead/ 	code\Trailhead.html 	keyword substitution,morse,skip,transposition
w@v*h>t@o@f^o@f>i%f#i>f$p(o$q( 	Trailhead 	https://ingress.codes/2016/09/07/trailhead/ 	code\Trailhead.html 	keyword substitution,morse,skip,transposition
bh39n6ai3gr2mt 	PAC'S WEEKLY WRAP-UP SEPTEMBER 18, 2016 	https://ingress.codes/2016/09/22/pacs-weekly-wrap-up-september-18-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 18, 2016.html 	atbash,keyword substitution,transposition
hus6mpqi87n37oxdun 	PAC'S WEEKLY WRAP-UP SEPTEMBER 18, 2016 	https://ingress.codes/2016/09/22/pacs-weekly-wrap-up-september-18-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 18, 2016.html 	atbash,keyword substitution,transposition
329933956535399499157996988 	PAC'S WEEKLY WRAP-UP SEPTEMBER 18, 2016 	https://ingress.codes/2016/09/22/pacs-weekly-wrap-up-september-18-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 18, 2016.html 	atbash,keyword substitution,transposition
!$!&)!!*)*!*)*)%)*)%!$!*)$!@!& 	@KodamaSmiles in Denver 	https://ingress.codes/2016/09/11/kodamasmiles-in-denver/ 	code\@KodamaSmiles in Denver.html 	hash,keyboard shift,keyword substitution,numbers to letters
62fb5d750c30a27a.qvw29923cm.26d01c5f3d8df459 	@KodamaSmiles in Denver 	https://ingress.codes/2016/09/11/kodamasmiles-in-denver/ 	code\@KodamaSmiles in Denver.html 	hash,keyboard shift,keyword substitution,numbers to letters
fd78486nμb 	@KodamaSmiles in Denver 	https://ingress.codes/2016/09/11/kodamasmiles-in-denver/ 	code\@KodamaSmiles in Denver.html 	hash,keyboard shift,keyword substitution,numbers to letters
*@nG*$&o!*$i&@*t@^(a^(&n)&(i*%*ga@*m$&iB@I*Es@iI^ero(mFtna^tro(p*miWna@h*tTe%g^L^d&Ee#lw^&on&(&kT**e#&#g***del$wo*nk&N&I(s&Oi(Fd&etimi*lOn^o(itani*gam$iWs*e&l&T(*cCr$ic*&&n(&(e&*^Q(&(e&*^htd(l&%ro&%wM 	Kodama 	https://ingress.codes/2016/09/10/kodama/ 	code\Kodama.html 	ASCII Art,binary,decimal,hexadecimal,keyboard shift,math,octal,reverse,transposition
ysb42minotaur89^xr 	Hank Johnson Concerns for Devra 	https://ingress.codes/2016/09/12/hank-johnson-concerns-for-devra/ 	code\Hank Johnson Concerns for Devra.html 	keyboard shift,keyword substitution
orz4^jackland378cw 	Hank Johnson Concerns for Devra 	https://ingress.codes/2016/09/12/hank-johnson-concerns-for-devra/ 	code\Hank Johnson Concerns for Devra.html 	keyboard shift,keyword substitution
xbq38act>624wh 	Hank Johnson Concerns for Devra 	https://ingress.codes/2016/09/12/hank-johnson-concerns-for-devra/ 	code\Hank Johnson Concerns for Devra.html 	keyboard shift,keyword substitution
up32zd6dzo2ele5o 	Jahan's Call 	https://ingress.codes/2016/09/03/jahans-call/ 	code\Jahan's Call.html 	Bifid,polybius,transposition
uagimlnvgirqdkemzroopokroskxss 	Jahan's Call 	https://ingress.codes/2016/09/03/jahans-call/ 	code\Jahan's Call.html 	Bifid,polybius,transposition
dffeffedyvyflfeweeeledeefwneddyfvf 	Jahan's Call 	https://ingress.codes/2016/09/03/jahans-call/ 	code\Jahan's Call.html 	Bifid,polybius,transposition
trcibb8a7kilxa9f8lbibj 	PAC'S WEEKLY WRAP-UP SEPTEMBER 4, 2016 	https://ingress.codes/2016/09/08/pacs-weekly-wrap-up-september-4-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 4, 2016.html 	atbash,decimal,letters to numbers,skip,substitution,unknown
433815.826.20606762.275330.2342140.24.139.25176956.730445.98699.172.3.100.23.198.447367.3074946.22.137.803725.1 	PAC'S WEEKLY WRAP-UP SEPTEMBER 4, 2016 	https://ingress.codes/2016/09/08/pacs-weekly-wrap-up-september-4-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 4, 2016.html 	atbash,decimal,letters to numbers,skip,substitution,unknown
baddccfaffebdcdedhdjdicgebdcfgfjfaeccd 	PAC'S WEEKLY WRAP-UP SEPTEMBER 4, 2016 	https://ingress.codes/2016/09/08/pacs-weekly-wrap-up-september-4-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 4, 2016.html 	atbash,decimal,letters to numbers,skip,substitution,unknown
xqqh99ggi83sqb7 	Prime Fragments 	https://ingress.codes/2016/09/04/prime-fragments/ 	code\Prime Fragments.html 	decimal,morse,roman numerals,transposition
100033ans7ue93ugm18110 	Prime Fragments 	https://ingress.codes/2016/09/04/prime-fragments/ 	code\Prime Fragments.html 	decimal,morse,roman numerals,transposition
5v5v5f5f5lv57fv5v5f5l5f5l45u6f5v57u6lf5f5v54t 	Prime Fragments 	https://ingress.codes/2016/09/04/prime-fragments/ 	code\Prime Fragments.html 	decimal,morse,roman numerals,transposition
5zg0nm3622j9a0h10n 	Hank Johnson Reawaken ADA at #ViaLux 	https://ingress.codes/2016/08/24/hank-johnson-reawaken-ada-at-vialux/ 	code\Hank Johnson Reawaken ADA at #ViaLux.html 	atbash,hexadecimal,Leetspeak,roman numerals,transposition
97w6237363379647v616w616x6365323z61727 	Hank Johnson Reawaken ADA at #ViaLux 	https://ingress.codes/2016/08/24/hank-johnson-reawaken-ada-at-vialux/ 	code\Hank Johnson Reawaken ADA at #ViaLux.html 	atbash,hexadecimal,Leetspeak,roman numerals,transposition
ecph45ke264pyz 	Hank Johnson Reawaken ADA at #ViaLux 	https://ingress.codes/2016/08/24/hank-johnson-reawaken-ada-at-vialux/ 	code\Hank Johnson Reawaken ADA at #ViaLux.html 	atbash,hexadecimal,Leetspeak,roman numerals,transposition
hvagfyazpphotheaalptsugsfflf 	#ViaLux Anomaly Intel – Packet 3 	https://ingress.codes/2016/08/27/vialux-anomaly-intel-packet-3/ 	code\#ViaLux Anomaly Intel – Packet 3.html 	atbash,keyword substitution,playfair
bnp41wzb268mx 	#ViaLux Anomaly Intel – Packet 3 	https://ingress.codes/2016/08/27/vialux-anomaly-intel-packet-3/ 	code\#ViaLux Anomaly Intel – Packet 3.html 	atbash,keyword substitution,playfair
<span style="font-size: 1px;">qot89</span><span style="font-size: 1px;">297sh</span></p> 	#ViaLux Anomaly Intel – Packet 3 	https://ingress.codes/2016/08/27/vialux-anomaly-intel-packet-3/ 	code\#ViaLux Anomaly Intel – Packet 3.html 	atbash,keyword substitution,playfair
y7tpv5uld8eu95sc 	Devra Surveillance Op 	https://ingress.codes/2016/08/26/devra-surveillance-op/ 	code\Devra Surveillance Op.html 	braille,morse,substitution,transposition,unknown
91f6xuxfzyfzyfzyxcf8y5cpcyzn 	Devra Surveillance Op 	https://ingress.codes/2016/08/26/devra-surveillance-op/ 	code\Devra Surveillance Op.html 	braille,morse,substitution,transposition,unknown
o>O(N”(“_m{leL({“{BoLlO_GlLN_LcLlL[j9%_>uL(#>_>G>.g'[“ooJLlLo.^LL'_'D-l9Lf{_o' 	Devra Surveillance Op 	https://ingress.codes/2016/08/26/devra-surveillance-op/ 	code\Devra Surveillance Op.html 	braille,morse,substitution,transposition,unknown
8a4tvehxssc8b3r6 	Message from Acolyte to the Enlightened 	https://ingress.codes/2016/08/29/message-from-acolyte-to-the-enlightened/ 	code\Message from Acolyte to the Enlightened.html 	base64,transposition
4t7p4ieafcxoe6o9 	Message from Acolyte to the Enlightened 	https://ingress.codes/2016/08/29/message-from-acolyte-to-the-enlightened/ 	code\Message from Acolyte to the Enlightened.html 	base64,transposition
EMnWndDIExjVBJu1mMfV 	Message from Acolyte to the Enlightened 	https://ingress.codes/2016/08/29/message-from-acolyte-to-the-enlightened/ 	code\Message from Acolyte to the Enlightened.html 	base64,transposition
nhabejitvrncnneafheieioswninuecegwrv 	MuMu's Complete Investigation Recap 	https://ingress.codes/2016/08/30/mumus-complete-investigation-recap/ 	code\MuMu's Complete Investigation Recap.html 	binary,transposition
.--- ..- -.-- .-.. ..--- -.-. ..- -.-- ...-- ..-. .--- ..- -.-- .-.. -.-- -.-. ..--- ..-. .--. .-. -.-- -.... ..- -..- -..- -.-. ...-- .--- .--- .-.. .--- ..- - 	MuMu's Complete Investigation Recap 	https://ingress.codes/2016/08/30/mumus-complete-investigation-recap/ 	code\MuMu's Complete Investigation Recap.html 	binary,transposition
ug4gl9ou26oo3nt 	MuMu's Complete Investigation Recap 	https://ingress.codes/2016/08/30/mumus-complete-investigation-recap/ 	code\MuMu's Complete Investigation Recap.html 	binary,transposition
giy31srwwvm638tg 	#ViaLux – Day One 	https://ingress.codes/2016/08/31/vialux-day-one/ 	code\#ViaLux – Day One.html 	atbash,morse,reverse,transposition
orv35vogstriaw322gb 	#ViaLux – Day One 	https://ingress.codes/2016/08/31/vialux-day-one/ 	code\#ViaLux – Day One.html 	atbash,morse,reverse,transposition
9t2bvueoxfr4k5u3 	#ViaLux – Day One 	https://ingress.codes/2016/08/31/vialux-day-one/ 	code\#ViaLux – Day One.html 	atbash,morse,reverse,transposition
1h1c2fefhh1hj1f1chd1dhcfcfgfc1fhh 	Secret New Wave Plan Comes To Light 	https://ingress.codes/2016/08/28/secret-new-wave-plan-comes-to-light/ 	code\Secret New Wave Plan Comes To Light.html 	braille,glyphs,letters to numbers,morse,roman numerals
{}{}]}{{]{}{{]{}}}}]{{}}}]{{{}}]{{}}}]{{}}}]}{]{{}} 	Secret New Wave Plan Comes To Light 	https://ingress.codes/2016/08/28/secret-new-wave-plan-comes-to-light/ 	code\Secret New Wave Plan Comes To Light.html 	braille,glyphs,letters to numbers,morse,roman numerals
dabadeedabadeedabadadabadadabadadabadadabadeedabadeedabadadabadadabadadabadadabadadabadeedabadeedabadeedabadadabadadabadadabadeedabadeedabadadabadadabadeedabadadabadeedabadeedabadadabadeedabadeedabadadabadeedabadeedabadadabadadabadeedabadadabadeedabadeedabadadabadeedabadadabadadabadeedabadadabadadabadeedabadeedabadadabadeedabadadabadeedabadeedabadeedabadeedabadadabadeedabadeedabadadabadee 	Secret New Wave Plan Comes To Light 	https://ingress.codes/2016/08/28/secret-new-wave-plan-comes-to-light/ 	code\Secret New Wave Plan Comes To Light.html 	braille,glyphs,letters to numbers,morse,roman numerals
npy73mvzisrts216pb 	The Path of Light 	https://ingress.codes/2016/09/02/the-path-of-light/ 	code\The Path of Light.html 	atbash,decimal,keyword substitution,math,roman numerals,unknown
m92m22m475m933m174m35m153m614m305m243m463m920 	The Path of Light 	https://ingress.codes/2016/09/02/the-path-of-light/ 	code\The Path of Light.html 	atbash,decimal,keyword substitution,math,roman numerals,unknown
zzt17hqabapb908hm 	The Path of Light 	https://ingress.codes/2016/09/02/the-path-of-light/ 	code\The Path of Light.html 	atbash,decimal,keyword substitution,math,roman numerals,unknown
eaa.eaa.eaa.e.eaaa.aaa.e.e.e.eaa.eaa.aj.eaaa.e.eaaa.ae.eaaa.aaa.eaa.aaa.ea.eaaa.ea.aj.e.aaa.e.e.e..eaa.ae.eaa.aj 	PAC'S Weekly Wrap-Uu August 21, 2016 	https://ingress.codes/2016/08/25/pacs-weekly-wrap-uu-august-21-2016/ 	code\PAC'S Weekly Wrap-Uu August 21, 2016.html 	decimal,letters to numbers,roman numerals,rot
oon36rhlokd164it 	PAC'S Weekly Wrap-Uu August 21, 2016 	https://ingress.codes/2016/08/25/pacs-weekly-wrap-uu-august-21-2016/ 	code\PAC'S Weekly Wrap-Uu August 21, 2016.html 	decimal,letters to numbers,roman numerals,rot
unboundEdunboundeDunboundEdunbOundedunbounDedunbOundedunboUndedunbouNdedunboUndedunboundedunboUndedunBoundedunboUndedunbounDedunboUndedunboundedunbounDedunboundEdunboundEduNbounded 	PAC'S Weekly Wrap-Uu August 21, 2016 	https://ingress.codes/2016/08/25/pacs-weekly-wrap-uu-august-21-2016/ 	code\PAC'S Weekly Wrap-Uu August 21, 2016.html 	decimal,letters to numbers,roman numerals,rot
eeovsseiifsxotsuaernvsceienxtnrwy 	Aglow 	https://ingress.codes/2016/08/16/aglow/ 	code\Aglow.html 	Baudot,binary,Leetspeak,roman numerals,transposition
0100110000100000010100001100001010001101001101000001010100010000101100110101000010011000010011000101001100000110111 	Aglow 	https://ingress.codes/2016/08/16/aglow/ 	code\Aglow.html 	Baudot,binary,Leetspeak,roman numerals,transposition
0iimxiixxxiicmiiccicixixxixim0xiixmicxxiximicxxixiicim0cicicixm0iciximcixxx 	Aglow 	https://ingress.codes/2016/08/16/aglow/ 	code\Aglow.html 	Baudot,binary,Leetspeak,roman numerals,transposition
.--. ---.. --.- .--. --... --.. --.- --.. --.- --.- -..- -..- -.-. .-. --.. -.-. --.- -... --.. -.... --.- --.. --.- -... --.- ...-- .-.. ..- -... -- 	The Festival 	https://ingress.codes/2016/08/17/the-festival/ 	code\The Festival.html 	atbash,binary,decimal,reverse,roman numerals,transposition
rrreccoxrrrecowrrroxxweccxxxweconxrecoxxwrrecoxwecwrrrcccorrrexcxxw 	The Festival 	https://ingress.codes/2016/08/17/the-festival/ 	code\The Festival.html 	atbash,binary,decimal,reverse,roman numerals,transposition
isjdsisieuraifisaocf 	The Festival 	https://ingress.codes/2016/08/17/the-festival/ 	code\The Festival.html 	atbash,binary,decimal,reverse,roman numerals,transposition
eireejtnerssweroiootuvxtmhptchqrnhzr 	ADA Defactor 	https://ingress.codes/2016/09/01/ada-defactor/ 	code\ADA Defactor.html 	binary,math,morse,transposition
bazaabcbaazyzyyzabazzazyxwwxyyzabbabazzyyzazyxxyzazyyxwxyzzazyzzazyy 	ADA Defactor 	https://ingress.codes/2016/09/01/ada-defactor/ 	code\ADA Defactor.html 	binary,math,morse,transposition
02191210021002190219010001100119011001100110011901100119011002090210021002100100 	ADA Defactor 	https://ingress.codes/2016/09/01/ada-defactor/ 	code\ADA Defactor.html 	binary,math,morse,transposition
4fty57alb72dpgr 	#ViaLux Anomaly Intel – Packet 1 	https://ingress.codes/2016/08/19/vialux-anomaly-intel-packet-1/ 	code\#ViaLux Anomaly Intel – Packet 1.html 	ASCII Art,base64,keyword substitution,transposition
_|iVBORw_|0K_|GgoAAAANSU_|hE_|UgAA_|AI0A_|_|_|AA_|_|_|_|AJCAIAAA_|CAHT_|_|g8AA_|_|_|AAGX_|RFWHRT_|b2_|_|_|Z0d2_|_|_|Fy_|_|_|_|_|ZQBB_|_|ZG9iZS_|_|BJbWFnZVJl_|YW_|R5cc_|_|_|llPA_|AA_|ASFJREFUeN_|rc_|V8sS_|hD_|AI2zr+/y_|+7Bx2GkibGx+6h_|HB_|xbKR_|CC_|iG3b_|ts_|9L0lrb_|b7LN_|2MRH_|E4iGjGDFIy1rOVwM_|7U_|t2Xz_|TD_|d75n_|nBULhU62_|n1_|2wHW_|_|2B_|HU_|Fc_|IngB_|meUB_|l0_|N3jI_|sl_|_|_|vOIV_|_|_|ac+h7OK/KA_|gA_|_|_|_|LY_|_|_|T3Ek_|AoF3oK_|DY6F_|Eo8Tw2_|_|3IDH6xkNEx_|LtZTB5_|_|ELrBeMNW_|ua8rdOGLk+_|Ra_|FTrJ_|_|WxmJ_|_|43vY_|6n_|Yd_|+4Ks_|MsOG_|BY_|rfkI_|TQvsg/Gk_|Yl_|ivYw_|Rj_|P8Qm_|kV_|+vji_|fd6F_|8X_|FrSmv2_|CLq2NhqGwW_|1tWGdi_|8VQha/_|XURP_|G44D_|ml1WQV_|fx4N_|fI_|z1Gh_|_|x4+BQS_|7jw48m_|yW_|MpZgxn3v_|_|PnUT07_|_|sVlr_|_|_|GM/pgC_|_|SOPJ_|/3dM_|Ai_|D9oC_|KnfeJ/_|uhmVW+_|_|_|Ag_|_|_|wAVkvr_|eVD+nJ4AAA_|_|AASU_|_|_|_|VORK_|_|5CYII=_|_|== 	#ViaLux Anomaly Intel – Packet 1 	https://ingress.codes/2016/08/19/vialux-anomaly-intel-packet-1/ 	code\#ViaLux Anomaly Intel – Packet 1.html 	ASCII Art,base64,keyword substitution,transposition
uy443hfmtzn7955dws 	Gold and Blood 	https://ingress.codes/2016/08/14/gold-and-blood/ 	code\Gold and Blood.html 	atbash,Leetspeak,reverse,roman numerals,substitution,transposition
orp56stmned929aio 	Gold and Blood 	https://ingress.codes/2016/08/14/gold-and-blood/ 	code\Gold and Blood.html 	atbash,Leetspeak,reverse,roman numerals,substitution,transposition
629sy1L514ua0212 	Gold and Blood 	https://ingress.codes/2016/08/14/gold-and-blood/ 	code\Gold and Blood.html 	atbash,Leetspeak,reverse,roman numerals,substitution,transposition
7985785551738271896975785057486680 	#ViaLux Anomaly Intel – Packet 2 	https://ingress.codes/2016/08/21/vialux-anomaly-intel-packet-2/ 	code\#ViaLux Anomaly Intel – Packet 2.html 	decimal,morse,transposition
oun73irgyekn290bp 	#ViaLux Anomaly Intel – Packet 2 	https://ingress.codes/2016/08/21/vialux-anomaly-intel-packet-2/ 	code\#ViaLux Anomaly Intel – Packet 2.html 	decimal,morse,transposition
ju64r3ea8fz7dq 	#ViaLux Anomaly Intel – Packet 2 	https://ingress.codes/2016/08/21/vialux-anomaly-intel-packet-2/ 	code\#ViaLux Anomaly Intel – Packet 2.html 	decimal,morse,transposition
benefecfkbhearbhcaobcpcavkfnacr 	The Follower 	https://ingress.codes/2016/08/22/the-follower/ 	code\The Follower.html 	chemistry,live code,numbers to letters,roman numerals,substitution
cpov6x4ii4sr 	The Follower 	https://ingress.codes/2016/08/22/the-follower/ 	code\The Follower.html 	chemistry,live code,numbers to letters,roman numerals,substitution
こころこころ 	The Follower 	https://ingress.codes/2016/08/22/the-follower/ 	code\The Follower.html 	chemistry,live code,numbers to letters,roman numerals,substitution
dqdpmpype32273 	The Sea Monster 	https://ingress.codes/2016/08/15/the-sea-monster/ 	code\The Sea Monster.html 	transposition
7tslyeerlsofs5 	The Sea Monster 	https://ingress.codes/2016/08/15/the-sea-monster/ 	code\The Sea Monster.html 	transposition
84343968qybzyb 	The Sea Monster 	https://ingress.codes/2016/08/15/the-sea-monster/ 	code\The Sea Monster.html 	transposition
fhf13kldvi682cc 	An Unknown Source 	https://ingress.codes/2016/08/20/an-unknown-source/ 	code\An Unknown Source.html 	atbash,base64,reverse,transposition
ml-x-n1-u-t-z2l-gdhx-w-zy-jj-nj1mb 	An Unknown Source 	https://ingress.codes/2016/08/20/an-unknown-source/ 	code\An Unknown Source.html 	atbash,base64,reverse,transposition
htaepeytiuisicqsivrextiei 	An Unknown Source 	https://ingress.codes/2016/08/20/an-unknown-source/ 	code\An Unknown Source.html 	atbash,base64,reverse,transposition
i875t5nvnqtmib3 	NL-1331e 	https://ingress.codes/2016/08/05/nl-1331e/ 	code\NL-1331e.html 	Keyboard,transposition,vigenere
22ee1xwawxee1ee32qe11s1ee323wswdwq2e1w 	NL-1331e 	https://ingress.codes/2016/08/05/nl-1331e/ 	code\NL-1331e.html 	Keyboard,transposition,vigenere
bcbvmcyldnnkckeskpoqtfkjlylvcasf 	NL-1331e 	https://ingress.codes/2016/08/05/nl-1331e/ 	code\NL-1331e.html 	Keyboard,transposition,vigenere
5k3m9xdjrmajx9r8 	PAC'S Weekly Wrap-Up August 14, 2016 	https://ingress.codes/2016/08/18/pacs-weekly-wrap-up-august-14-2016/ 	code\PAC'S Weekly Wrap-Up August 14, 2016.html 	glyphs,keyboard flip,research,skip,transposition
ubj0h131476z8v9zrbvy 	PAC'S Weekly Wrap-Up August 14, 2016 	https://ingress.codes/2016/08/18/pacs-weekly-wrap-up-august-14-2016/ 	code\PAC'S Weekly Wrap-Up August 14, 2016.html 	glyphs,keyboard flip,research,skip,transposition
/mu79634oo 	PAC'S Weekly Wrap-Up August 14, 2016 	https://ingress.codes/2016/08/18/pacs-weekly-wrap-up-august-14-2016/ 	code\PAC'S Weekly Wrap-Up August 14, 2016.html 	glyphs,keyboard flip,research,skip,transposition
 nqkadvancechaoscreatedatajourneycx 	PAC'S Weekly Wrap-Up July 31, 2016 	https://ingress.codes/2016/08/02/pacs-weekly-wrap-up-july-31-2016/ 	code\PAC'S Weekly Wrap-Up July 31, 2016.html 	glyphs,roman numerals
seuviiixvixiiivga 	PAC'S Weekly Wrap-Up July 31, 2016 	https://ingress.codes/2016/08/02/pacs-weekly-wrap-up-july-31-2016/ 	code\PAC'S Weekly Wrap-Up July 31, 2016.html 	glyphs,roman numerals
uobhteenineeeeeqr 	PAC'S Weekly Wrap-Up July 31, 2016 	https://ingress.codes/2016/08/02/pacs-weekly-wrap-up-july-31-2016/ 	code\PAC'S Weekly Wrap-Up July 31, 2016.html 	glyphs,roman numerals
545423152443241131114224134423213421242343 	The Battle for ADA's Return 	https://ingress.codes/2016/08/23/the-battle-for-adas-return/ 	code\The Battle for ADA's Return.html 	
u60a34u2p17utc154v 	The Battle for ADA's Return 	https://ingress.codes/2016/08/23/the-battle-for-adas-return/ 	code\The Battle for ADA's Return.html 	
sqa.wa.qaw.se.dw.qaw.a.aq.q.d.fq.es.se.q.ae 	The Battle for ADA's Return 	https://ingress.codes/2016/08/23/the-battle-for-adas-return/ 	code\The Battle for ADA's Return.html 	
2nr9kj8b3bg2auk 	Dreamlike 	https://ingress.codes/2016/08/09/dreamlike/ 	code\Dreamlike.html 	transposition,unknown
qrmnrhsi8p73fo70026oy139 	Dreamlike 	https://ingress.codes/2016/08/09/dreamlike/ 	code\Dreamlike.html 	transposition,unknown
qg5i5olhaimm23xvakwrzi 	Dreamlike 	https://ingress.codes/2016/08/09/dreamlike/ 	code\Dreamlike.html 	transposition,unknown
04b0db0cc06c0ac0ca0ca0ab0da08b00b0da0fa06c0ac0aa02b04b 	Feathered Ghosts 	https://ingress.codes/2016/08/10/feathered-ghosts/ 	code\Feathered Ghosts.html 	hexadecimal atbash,Leetspeak,reverse,roman numerals,rot
ojwtiivisu53uq53rpiiivie0101u 	Feathered Ghosts 	https://ingress.codes/2016/08/10/feathered-ghosts/ 	code\Feathered Ghosts.html 	hexadecimal atbash,Leetspeak,reverse,roman numerals,rot
pmz53g244bi 	Feathered Ghosts 	https://ingress.codes/2016/08/10/feathered-ghosts/ 	code\Feathered Ghosts.html 	hexadecimal atbash,Leetspeak,reverse,roman numerals,rot
alabesoffdgsbofesinecn 	Hello world 	https://ingress.codes/2016/08/08/hello-world/ 	code\Hello world.html 	Google search,reverse,transposition
324901736-2ls384Emb-0-qA40JePSf0g 	Hello world 	https://ingress.codes/2016/08/08/hello-world/ 	code\Hello world.html 	Google search,reverse,transposition
eksthrtwsxwlawhqhjskxaku 	Hello world 	https://ingress.codes/2016/08/08/hello-world/ 	code\Hello world.html 	Google search,reverse,transposition
gpsisefoamfroaofefmx 	Silent 	https://ingress.codes/2016/08/06/silent/ 	code\Silent.html 	decimal,reverse,transposition
4e8j7vgypaeey6n9 	Silent 	https://ingress.codes/2016/08/06/silent/ 	code\Silent.html 	decimal,reverse,transposition
9777184525873756874837765525655807 	Silent 	https://ingress.codes/2016/08/06/silent/ 	code\Silent.html 	decimal,reverse,transposition
zpd43prmvgrx348at 	Water and Waves 	https://ingress.codes/2016/08/13/water-and-waves/ 	code\Water and Waves.html 	atbash,morse,transposition
3tui2557nmcd 	Water and Waves 	https://ingress.codes/2016/08/13/water-and-waves/ 	code\Water and Waves.html 	atbash,morse,transposition
sq833mdtandy52bsg 	Water and Waves 	https://ingress.codes/2016/08/13/water-and-waves/ 	code\Water and Waves.html 	atbash,morse,transposition
ihexysnhisdicsounngwmxuit 	Probabilities 	https://ingress.codes/2016/08/07/probabilities/ 	code\Probabilities.html 	transposition
rolnisiniarddhsificont 	Probabilities 	https://ingress.codes/2016/08/07/probabilities/ 	code\Probabilities.html 	transposition
umaamdywqrdsgugkjtfoaki 	Probabilities 	https://ingress.codes/2016/08/07/probabilities/ 	code\Probabilities.html 	transposition
ifshenp6j6ee3s7k6iqsek 	PAC'S Weekly Wrap-Up August 7, 2016 	https://ingress.codes/2016/08/11/pacs-weekly-wrap-up-august-7-2016/ 	code\PAC'S Weekly Wrap-Up August 7, 2016.html 	hexadecimal,Leetspeak,letters to numbers,reverse,substitution,transposition
kvrjjfzvtkflglaklpbbffcfgfhbmji 	PAC'S Weekly Wrap-Up August 7, 2016 	https://ingress.codes/2016/08/11/pacs-weekly-wrap-up-august-7-2016/ 	code\PAC'S Weekly Wrap-Up August 7, 2016.html 	hexadecimal,Leetspeak,letters to numbers,reverse,substitution,transposition
